Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
50023806;00468105;422069;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;P9M5-Красный перламутр;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:11;SO in production;Заказ заведен;D737659;D737659;;RC204039;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023808;00468106;422071;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;T4M0-Синий;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:11;SO in production;Заказ заведен;D737659;D737659;;RC204040;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023822;00468108;422085;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;VGM0-Светло-серый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:11;SO in production;Заказ заведен;D737659;D737659;;RC204042;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023823;00468109;422086;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;VGM0-Светло-серый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:11;SO in production;Заказ заведен;D737659;D737659;;RC204043;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023824;00468110;422087;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;VGM0-Светло-серый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:11;SO in production;Заказ заведен;D737659;D737659;;RC204044;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023826;00468112;422089;308 T7;308 SKD MV 5D All 1.6 MT5 (120 hp) / 1PT7A5QCA532BKD1;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;;1PT7A5QCA532Z1;06/03/2012 07:00:11;SO in production;Заказ принят;D737659;D737659;;RC204045;TTFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023827;00468113;422090;308 T7;308 SKD MV 5D All 1.6 MT5 (120 hp) / 1PT7A5QCA532BKD1;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;;1PT7A5QCA532Z1;06/03/2012 07:00:11;SO in production;Заказ принят;D737659;D737659;;RC204046;TTFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023831;00468117;422094;308 T7;308 SKD MV 5D All 1.6 AT (120 hp) / 1PT7A5QCAL32BKD1;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5QCAL32Z2;06/03/2012 07:00:11;SO in production;Заказ принят;D737659;D737659;;RC204048;TTFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023832;00468118;422095;308 T7;308 SKD MV 5D All 1.6 AT (120 hp) / 1PT7A5QCAL32BKD1;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5QCAL32Z2;06/03/2012 07:00:11;SO in production;Заказ принят;D737659;D737659;;RC204049;TTFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023759;00468059;422022;308 T7;308 SKD MV 5D Act 1.6 120ch MT / 1PT7A5NCA532BKD0;Hatchback 5 Doors;J9M0-TERRE DOMBRE;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;;1PT7A5NCA532Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204018;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023774;00468074;422037;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204023;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023775;00468075;422038;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204024;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023776;00468076;422039;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204025;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023792;00468092;422055;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;9PM0-Темно-серый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204031;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023795;00468095;422058;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;9VM0-Черный;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204034;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023797;00468097;422060;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;J9M0-TERRE DOMBRE;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204036;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50023809;00468107;422072;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;U5M0-BLEU PHILAE;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;;1PT7A5NCAL32Z0;06/03/2012 07:00:10;SO in production;Заказ заведен;D737659;D737659;;RC204041;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
