Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
50018851;9002;413809;308 T7;308 SKD MV 5D Acc 1.6 120ch MT/ 1PT7A5FCA532BKD0;Hatchback 5 Doors;P9M5-ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0BM008240;1PT7A5FCA532Z0;08/06/2011 14:20:33;SO (fixed);Продан дилеру;D737659;D737659;;RC165634;4PFX-NOIR;LE05 - Задние эл.стеклоподъемники;WLRC - Автомагнитола CD RD4+MP3+6динам+упр на рул.колонке;NA01 - Передние сиденья с подогревом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00388745;Отгрузка в ДЦ;;BPF Payment Mode;22/07/2011;3710-ООО "Леонар Авто";31/01/12 12:45<br /> - <i>YES</i><br />31/01/12 12:45<br /> - <i>YES</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2011;02;;;;In Dealership;
50018852;9002;413810;308 T7;308 SKD MV 5D Acc 1.6 120ch MT/ 1PT7A5FCA532BKD0;Hatchback 5 Doors;P9M5-ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0BM008241;1PT7A5FCA532Z0;08/06/2011 14:20:33;SO (fixed);Продан дилеру;D737659;D737659;;RC165625;4PFX-NOIR;LE05 - Задние эл.стеклоподъемники;WLRC - Автомагнитола CD RD4+MP3+6динам+упр на рул.колонке;NA01 - Передние сиденья с подогревом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00388746;Отгрузка в ДЦ;;BPF Payment Mode;22/07/2011;3710-ООО "Леонар Авто";31/01/12 12:45<br /> - <i>YES</i><br />31/01/12 12:45<br /> - <i>YES</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2011;02;;;;In Dealership;
581507;00450349;397863;Партнер B9;Partner B9  VP2 ACTIVE 90 hp / 1PB9AFGFJ532A015;Minivan;9QM0-MOONDUST;TU5JP4B   1587   ESS (  02);MANUAL 5-SPEED;VF37JNFRCBJ842400;1PB9AFGFJ5329S;01/11/2011 14:20:22;Final Customer Order;Продан дилеру;;D737659;;RC187974;YNFM-AMARANTE;NA01 - Передние сиденья с подогревом;PB04 - PB04;PQ02 - PQ02;RE07 - Двухзонный климат-контроль;RG03 - RG03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00388620;Отгрузка в ДЦ;3710_3905019765;;20/01/2012;3710-ООО "Леонар Авто";08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />17/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />17/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />20/01/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />20/01/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />23/01/12 11:15<br /> - <i>YES</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;SO (fixed);2011;02;;;;In Dealership;
50006294;00449339;394725;Боксер;FgTl 335 L3H2(120hp) / 2PU95KHDG609A080;FRG. EMP.LONG H2 16;WPP0-BLANC BANQUISE;2188 HDI P.22DTE+ (  01);MANUAL 6-SPEED;VF3YCBMFC12140716;2PU95KHDG6099T;26/10/2011 14:20:22;SO (fixed);Продан дилеру;D737659;D737659;;RC186338;RYFJ-ROUGE;JO01 - JO01;PR01 - Противотуманные фары;RE01 - Кондиционер;RK04 - RK04;FX01 - FX01;PE03 - PE03;PX05 - PX05;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00388581;Отгрузка в ДЦ;;BPF Payment Mode;20/01/2012;3710-ООО "Леонар Авто";26/10/11 13:45<br /> - <i>YES</i><br />26/10/11 17:48<br /> - <i>MODIFIED BY PCR</i><br />26/10/11 17:48<br /> - <i>MODIFIED BY PCR</i><br />27/10/11 04:19<br /> - <i>MODIFIED BY PCR</i><br />27/10/11 04:19<br /> - <i>MODIFIED BY PCR</i><br />17/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />17/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />07/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />07/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />25/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />25/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:15<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:15<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2011;01;;;;In Dealership;
581505;00450348;397862;Партнер B9;Partner B9  VP1 ACCESS 90 hp / 1PB9AFCFJ532A015;Minivan;WPP0-BLANC BANQUISE;TU5JP4B   1587   ESS (  02);MANUAL 5-SPEED;VF37JNFRCBJ833925;1PB9AFCFJ5329S;01/11/2011 14:20:21;SO (fixed);Продан дилеру;;;;RC187973;YMFZ-GRIS 4;FX01 - FX01;NL01 - NL01;RE01 - Кондиционер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00388576;Отгрузка в ДЦ;;;13/01/2012;3710-ООО "Леонар Авто";08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />06/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />06/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />13/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />13/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />25/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />25/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:15<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:15<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2011;02;;;;In Dealership;
50006289;00449338;394720;Боксер;FgTl 333 L2H2(120hp) / 2PU93JHDG609A080;FRG. EMP.MOYEN H2 14;E9M0-METAL.VERNIS B GRIS GRAPHITO;2188 HDI P.22DTE+ (  01);MANUAL 6-SPEED;VF3YBBMFB12131905;2PU93JHDG6099Q;26/10/2011 14:20:21;Final Customer Order;Продан дилеру;D737659;D746548;;RC186427;RYFJ-ROUGE;PR01 - Противотуманные фары;RK04 - RK04;DK07 - DK07;FX01 - FX01;PE03 - PE03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00388580;Отгрузка в ДЦ;RU3710R_3905019765;BPF Payment Mode;20/01/2012;3710-ООО "Леонар Авто";26/10/11 13:30<br /> - <i>YES</i><br />26/10/11 17:48<br /> - <i>MODIFIED BY PCR</i><br />26/10/11 17:48<br /> - <i>MODIFIED BY PCR</i><br />26/10/11 17:59<br /> - <i>MODIFIED BY PCR</i><br />26/10/11 17:59<br /> - <i>MODIFIED BY PCR</i><br />27/10/11 11:02<br /> - <i>MODIFIED BY PCR</i><br />27/10/11 11:03<br /> - <i>MODIFIED BY PCR</i><br />27/10/11 11:03<br /> - <i>MODIFIED BY PCR</i><br />29/10/11 04:18<br /> - <i>MODIFIED BY PCR</i><br />29/10/11 04:18<br /> - <i>MODIFIED BY PCR</i><br />02/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />02/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />24/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />24/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />20/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />20/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />20/01/12 10:00<br /> - <i>YES</i><br />31/01/12 14:15<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:15<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;SO (fixed);2011;01;;;;In Dealership;
50007966;00450766;397041;308 T7;308 SKD MV 5D All 1.6 MT5 (120 hp) / 1PT7A5QCA532BKD1;Hatchback 5 Doors;T4M0-BOURRASQUE;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0BM017985;1PT7A5QCA532Z1;01/11/2011 14:20:19;Final Customer Order;Продан дилеру;D737659;D737660;;RC187347;TTFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00388608;Отгрузка в ДЦ;RU3710R_7504426142;BPF Payment Mode;13/01/2012;3710-ООО "Леонар Авто";01/11/11 11:30<br /> - <i>YES</i><br />03/11/11 15:17<br /> - <i>MODIFIED BY PCR</i><br />03/11/11 15:17<br /> - <i>MODIFIED BY PCR</i><br />04/11/11 04:19<br /> - <i>MODIFIED BY PCR</i><br />04/11/11 04:19<br /> - <i>MODIFIED BY PCR</i><br />03/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />12/01/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />12/01/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />13/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />13/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />18/01/12 19:00<br /> - <i>YES</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 14:16<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;SO (fixed);2012;02;;;;In Dealership;
50009214;00452448;399604;Боксер;FgTl 335 L3H2(120hp) / 2PU95KHDG609A080;FRG. EMP.LONG H2 16;WPP0-BLANC BANQUISE;2188 HDI P.22DTE+ (  01);MANUAL 6-SPEED;VF3YCBMFC12148415;2PU95KHDG6099T;22/11/2011 14:20:13;Final Customer Order;SO Blocked;D737659;D746548;;RC188976;RYFJ-ROUGE;RE01 - Кондиционер;RK04 - RK04;FX01 - FX01;PE03 - PE03;PX05 - PX05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Склад ПСР;RU3710R_3905019765;BPF Payment Mode;10/02/2012;3710-ООО "Леонар Авто";22/11/11 11:30<br /> - <i>YES</i><br />22/11/11 12:03<br /> - <i>MODIFIED BY PCR</i><br />22/11/11 12:03<br /> - <i>MODIFIED BY PCR</i><br />23/11/11 04:38<br /> - <i>MODIFIED BY PCR</i><br />23/11/11 04:38<br /> - <i>MODIFIED BY PCR</i><br />06/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />06/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />12/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />12/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />20/01/12 10:00<br /> - <i>YES</i><br />31/01/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 08:00<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;SO (fixed);2012;01;;;;;
50007552;00450366;396620;Партнер B9;Partner B9  FRG long 16 HDi 90 hp / 2PB95BCBW532A015;FRG. EMP.LONG H1 8;WPP0-BLANC BANQUISE;DV6DTED M 1560 4 C D (  01);MANUAL 5-SPEED;VF37E9HECBJ847325;2PB95BCBW5329Q;01/11/2011 14:20:13;Final Customer Order;SO Blocked;D737659;D746548;;RC187970;YLFZ-GRIS 4;RE01 - Кондиционер;NA01 - Передние сиденья с подогревом;GB23 - TAPIS COFFRE PVC;LK07 - LK07;PX26 - TOLE DEM.+GRILLE+TRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Склад ПСР;RU3710R_7509658860;BPF Payment Mode;27/01/2012;3710-ООО "Леонар Авто";01/11/11 10:15<br /> - <i>YES</i><br />02/11/11 16:27<br /> - <i>MODIFIED BY PCR</i><br />02/11/11 16:27<br /> - <i>MODIFIED BY PCR</i><br />08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />29/11/11 04:25<br /> - <i>MODIFIED BY PCR</i><br />22/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />22/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />07/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />07/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />16/01/12 10:00<br /> - <i>YES</i><br />31/01/12 08:01<br /> - <i>MODIFIED BY PCR</i><br />31/01/12 08:01<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;SO (fixed);2012;01;;;;;
50007554;00450368;396622;Партнер B9;Partner B9  FRG long 16 HDi 90 hp / 2PB95BCBW532A015;FRG. EMP.LONG H1 8;WPP0-BLANC BANQUISE;DV6DTED M 1560 4 C D (  01);MANUAL 5-SPEED;VF37E9HECBJ847320;2PB95BCBW5329Q;01/11/2011 14:20:06;SO (fixed);Заказ принят;D737659;D737659;;RC187971;YLFZ-GRIS 4;NA01 - Передние сиденья с подогревом;GB23 - TAPIS COFFRE PVC;LK07 - LK07;PX24 - TOLE DEM.+TRAPPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Таможня;;BPF Payment Mode;27/01/2012;3710-ООО "Леонар Авто";01/11/11 10:15<br /> - <i>YES</i><br />02/11/11 16:27<br /> - <i>MODIFIED BY PCR</i><br />02/11/11 16:27<br /> - <i>MODIFIED BY PCR</i><br />08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />08/11/11 05:08<br /> - <i>MODIFIED BY PCR</i><br />29/11/11 04:25<br /> - <i>MODIFIED BY PCR</i><br />22/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />22/12/11 06:01<br /> - <i>MODIFIED BY PCR</i><br />07/01/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />07/01/12 06:01<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2011;01;;;;;
