Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
699795;00446061;424492;308 T7;308 SKD MV 5D Acc 1.6 120ch AT / 1PT7A5FCAL32BKD0;Hatchback 5 Doors;P9M5-Красный перламутр;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9BM017224;1PT7A5FCAL32Z0;14/03/2012 16:25:31;Final Customer Order;Продан клиенту;;D798289;;RC185215;4PFX-Черная ткань;LE05 - Задние эл. стеклоподъёмники;WLRC - Автомагнитола CD RD4+MP3+6динам+упр на рул.колонке;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/05/2012;;;RU3710R;F-00396635;Продан клиенту;RU3710R_7505652497;;16/12/2011;3710-ООО "Леонар Авто";22/03/12 14:27<br /> - <i>MODIFIED BY PCR</i><br />22/03/12 14:27<br /> - <i>MODIFIED BY PCR</i><br />12/05/12 13:00<br /> - <i>YES</i><br />12/05/12 19:00<br /> - <i>YES</i>;Final Customer Order;SO (fixed);2011;02;;;;In Dealership;
50029914;9002;430870;3008 TB;3008 ACTIVE AT6  150 hp / 1PTBSYHCUM32A0D0;CROSS OVER 5 PORTES;K1M0-Коричневый;EP6CDT MD 112KW 1598 (  02);AUTOMATIC 6-SPEED;VF30U5FEABS351931;1PTBSYHCUM329Q;15/04/2012 13:20:02;Final Customer Order;Продан клиенту;D737660;D737660;;RC188323;9ZFX-Черная ткань;OK01 - Панорамная крыша Cielo;ZD09 - Pack Retrovision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/05/2012;;;RU3710R;F-00400888;Продан клиенту;RU3710R_7505875276;BPF Payment Mode;27/01/2012;3710-ООО "Леонар Авто";15/04/12 13:30<br /> - <i>YES</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />11/05/12 19:00<br /> - <i>YES</i>;Final Customer Order;;2012;02;;;;In Dealership;
50023794;00468094;422057;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;9VM0-Черный;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM005784;1PT7A5NCAL32Z0;06/03/2012 13:30:28;SO (fixed);Продан дилеру;D737659;D737659;;RC204033;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403906;Продан дилеру;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />11/04/12 06:43<br /> - <i>MODIFIED BY PCR</i><br />11/04/12 06:43<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50023795;00468095;422058;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;9VM0-Черный;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM005183;1PT7A5NCAL32Z0;06/03/2012 13:30:28;SO (fixed);Продан дилеру;D737659;D737659;;RC204034;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00404365;Продан дилеру;;BPF Payment Mode;11/05/2012;3710-ООО "Леонар Авто";06/03/12 13:45<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />03/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 14:12<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 14:12<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50023792;00468092;422055;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;9PM0-Темно-серый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM005859;1PT7A5NCAL32Z0;06/03/2012 13:29:17;SO (fixed);Продан дилеру;D737659;D737659;;RC204031;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403905;Продан дилеру;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:41<br /> - <i>MODIFIED BY PCR</i><br />13/04/12 06:03<br /> - <i>MODIFIED BY PCR</i><br />13/04/12 06:03<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 11:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 11:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50023690;00467990;421953;308 T7;308 SKD MV 5D Acc 1.6 120ch MT/ 1PT7A5FCA532BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0CM005259;1PT7A5FCA532Z0;06/03/2012 13:06:41;SO (fixed);Продан дилеру;D737659;D737659;;RC203990;4PFX-Черная ткань;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403209;Продан дилеру;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:15<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />04/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />04/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />28/04/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />28/04/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />28/04/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />28/04/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />28/04/12 14:12<br /> - <i>MODIFIED BY PCR</i><br />28/04/12 14:12<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50021316;00465017;417160;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM004434;1PT7A5NCAL32Z0;10/02/2012 13:54:52;SO (fixed);Продан дилеру;D737659;D737659;;RC200674;XWFX-NOIR;RP02 - Колесные диски из алюминиевого сплава;UF01 - ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00404313;Продан дилеру;;BPF Payment Mode;11/05/2012;3710-ООО "Леонар Авто";10/02/12 14:00<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />10/02/12 15:35<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:35<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />21/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />21/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 11:01<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 11:01<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 14:12<br /> - <i>MODIFIED BY PCR</i><br />05/05/12 14:12<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50021303;00465004;417147;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM004322;1PT7A5NCAL32Z0;10/02/2012 13:53:12;SO (fixed);Продан дилеру;D737659;D737659;;RC200663;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403831;Продан дилеру;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";10/02/12 14:00<br /> - <i>YES</i><br /> - <span style=color:orange>Vehicle CD Mandatory Option with [Option Name:NIVEAU B SANS MEMOIR] cannot be created. (VN:190)</span><br />10/02/12 15:35<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:35<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />12/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />12/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 11:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 11:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
741836;3710;433165;Боксер;FgTl 335 L3H2(130hp) / 2PU95KHDQ609A680;FRG. EMP.LONG H2 16;WPP0-Белый;PUMA C96 EURO5 96KW (  01);MANUAL 6-SPEED;;2PU95KHDQ609A6;03/05/2012 14:49:43;SO in production;Заказ принят;;;;RC210979;RYFJ-ROUGE;FX01 - Защита картера двигателя;PE03 - Передние и задние брызговики;PX05 - Перегородка цельнометаллическая сплошная;RK04 - Электропривод и подогрев зеркал заднего вида;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;;03/08/2012;3710-ООО "Леонар Авто";;SO in production;;*;01;;;;;
741832;3710;433163;Боксер;FgTl 335 L3H2(130hp) / 2PU95KHDQ609A680;FRG. EMP.LONG H2 16;WPP0-Белый;PUMA C96 EURO5 96KW (  01);MANUAL 6-SPEED;;2PU95KHDQ609A6;03/05/2012 14:49:13;SO in production;Заказ принят;;;;RC210977;RYFJ-ROUGE;FX01 - Защита картера двигателя;PE03 - Передние и задние брызговики;PX05 - Перегородка цельнометаллическая сплошная;RK04 - Электропривод и подогрев зеркал заднего вида;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;;20/07/2012;3710-ООО "Леонар Авто";;SO in production;;*;01;;;;;
50022628;00467019;420664;107 B0;107 5D ACCESS MT/1PB0A5ERBT04A070;Hatchback 5 Doors;9AM0-Темно-серый;998 MOTEUR TOYOTA ES (  02);MANUELLE 5 RAPPORTS;VF3PNCFB488660895;1PB0A5ERBT049R;01/03/2012 10:32:06;SO (fixed);Продан дилеру;D737659;D737659;;RC202992;JIFH-Черно-серая ткань (Maille Nokimate);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00402530;Продан дилеру;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";01/03/12 10:45<br /> - <i>YES</i><br />01/03/12 12:38<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:38<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:39<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:39<br /> - <i>MODIFIED BY PCR</i><br />14/04/12 06:02<br /> - <i>MODIFIED BY PCR</i><br />14/04/12 06:02<br /> - <i>MODIFIED BY PCR</i><br />15/04/12 05:32<br /> - <i>MODIFIED BY PCR</i><br />15/04/12 05:32<br /> - <i>MODIFIED BY PCR</i><br />26/04/12 12:00<br /> - <i>MODIFIED BY PCR</i><br />26/04/12 12:00<br /> - <i>MODIFIED BY PCR</i><br />26/04/12 14:10<br /> - <i>MODIFIED BY PCR</i><br />26/04/12 14:10<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
675705;9002;418286;W2 EUROPE;508 ALLURE 1,6 Vti 150ch BVA / 1PW2A4PCLM32JGB4;Sedan 4 Doors;9VM0-Черный;EP6CDT M 1598 4 C E (  02);AUTOMATIC 6-SPEED;VF38D5FEACL030839;1PW2A4PCLM329Q;16/02/2012 09:42:07;SO (fixed);Продан дилеру;;;;RC201736;Q1FD-Светлая кожа (Claudia Aries);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00400757;Продан дилеру;;;04/05/2012;3710-ООО "Леонар Авто";17/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />17/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />29/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />29/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 13:01<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 13:01<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
680878;3710;419666;Партнер B9;Partner B9  FRG long 16 HDi 90 hp / 2PB95BCBW532A020;FRG. EMP.LONG H1 8;WPP0-Белый;DV6DTED M 1560 4 C D (  01);MANUAL 5-SPEED;VF37L9HECCJ585532;2PB95BCBW5329R;22/02/2012 16:31:54;SO (fixed);Продан дилеру;;;;RC202144;9WFZ-GRIS 4;GB23 - GB23;LK07 - LK07;PX26 - TOLE DEM.+GRIL+TRAPP;RE01 - Кондиционер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403022;Продан дилеру;;;27/04/2012;3710-ООО "Леонар Авто";23/02/12 04:47<br /> - <i>MODIFIED BY PCR</i><br />23/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />23/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />11/04/12 06:43<br /> - <i>MODIFIED BY PCR</i><br />11/04/12 06:43<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 16:10<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 16:10<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 16:10<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;01;;;;In Dealership;
50030238;00454540;431599;3008 TB;3008 ACTIVE AT6  150 hp / 1PTBSYHCUM32A0D0;CROSS OVER 5 PORTES;WPP0-Белый;EP6CDT MD 112KW 1598 (  02);AUTOMATIC 6-SPEED;VF30U5FEACS019800;1PTBSYHCUM329Q;23/04/2012 15:16:56;SO (fixed);Продан дилеру;D737653;D737653;;RC189920;9ZFX-Черная ткань;RG03 - Круиз-контроль с ограничением скорости;ZD09 - Pack Retrovision;ZV02 - Проекционный Head-up дисплей;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00401893;Продан дилеру;;BPF Payment Mode;03/02/2012;3710-ООО "Леонар Авто";23/04/12 15:30<br /> - <i>YES</i><br />23/04/12 16:10<br /> - <i>MODIFIED BY PCR</i><br />23/04/12 16:10<br /> - <i>MODIFIED BY PCR</i><br />23/04/12 16:10<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2012;02;;;;In Dealership;
50030237;00458544;431598;3008 TB;3008 ACTIVE AT6  150 hp / 1PTBSYHCUM32A0D0;CROSS OVER 5 PORTES;N9M6-Белый перламутр;EP6CDT MD 112KW 1598 (  02);AUTOMATIC 6-SPEED;VF30U5FEACS046954;1PTBSYHCUM329Q;23/04/2012 15:16:55;SO (fixed);Продан дилеру;D737653;D737653;;RC194714;9ZFX-Черная ткань;ZD09 - Pack Retrovision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00401891;Продан дилеру;;BPF Payment Mode;02/03/2012;3710-ООО "Леонар Авто";23/04/12 15:30<br /> - <i>YES</i><br />23/04/12 16:10<br /> - <i>MODIFIED BY PCR</i><br />23/04/12 16:10<br /> - <i>MODIFIED BY PCR</i><br />23/04/12 16:10<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2012;02;;;;In Dealership;
675703;9002;418285;W2 EUROPE;508 ALLURE 1,6 Vti 150ch BVA / 1PW2A4PCLM32JGB4;Sedan 4 Doors;WPP0-Белый;EP6CDT M 1598 4 C E (  02);AUTOMATIC 6-SPEED;VF38D5FEACL030843;1PW2A4PCLM329Q;16/02/2012 09:41:53;SO (fixed);Продан дилеру;;;;RC201711;Q1FX-Черная кожа (Claudia Tramontane);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00400756;Продан дилеру;;;04/05/2012;3710-ООО "Леонар Авто";17/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />17/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />29/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />29/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 13:00<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 13:00<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
728161;9003;430921;W2 EUROPE;508 ALLURE 1,6 Vti 150ch BVA / 1PW2A4PCLM32JGB0;Sedan 4 Doors;WPP0-Белый;EP6CDT M 1598 4 C E (  02);AUTOMATIC 6-SPEED;VF38D5FEACL024080;1PW2A4PCLM32JG;16/04/2012 10:06:59;SO (fixed);Продан дилеру;;;;RC197290;Q1FD-Светлая кожа (Claudia Aries);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00400874;Продан дилеру;;;04/05/2012;3710-ООО "Леонар Авто";16/04/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 13:00<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 13:00<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i><br />16/04/12 14:13<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2012;02;;;;In Dealership;
50023738;00468038;422001;308 T7;308 SKD MV 5D Acc 1.6 120ch AT / 1PT7A5FCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM005144;1PT7A5FCAL32Z0;06/03/2012 13:16:43;SO (fixed);Продан дилеру;D737659;D737659;;RC204010;4PFX-Черная ткань;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403902;Продан дилеру;;BPF Payment Mode;27/04/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />31/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />31/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 07:58<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 07:58<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 09:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 09:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50023733;00468033;421996;308 T7;308 SKD MV 5D Acc 1.6 120ch MT/ 1PT7A5FCA532BKD0;Hatchback 5 Doors;T4M0-Синий;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0CM005157;1PT7A5FCA532Z0;06/03/2012 13:16:00;SO (fixed);Продан дилеру;D737659;D737659;;RC204007;4PFX-Черная ткань;LE05 - Задние эл.стеклоподъемники;WLRC - Автомагнитола CD RD4+MP3+6динам+упр на рул.колонке;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403901;Продан дилеру;;BPF Payment Mode;27/04/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />31/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />31/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 07:57<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 07:57<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 09:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 09:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50023734;00468034;421997;308 T7;308 SKD MV 5D Acc 1.6 120ch MT/ 1PT7A5FCA532BKD0;Hatchback 5 Doors;T4M0-Синий;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0CM005473;1PT7A5FCA532Z0;06/03/2012 13:16:00;SO (fixed);Продан дилеру;D737659;D737659;;RC204008;4PFX-Черная ткань;LE05 - Задние эл.стеклоподъемники;WLRC - Автомагнитола CD RD4+MP3+6динам+упр на рул.колонке;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00402789;Продан дилеру;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";06/03/12 13:30<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />05/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />05/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 14:10<br /> - <i>MODIFIED BY PCR</i><br />27/04/12 14:10<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
50023717;00468017;421980;308 T7;308 SKD MV 5D Acc 1.6 120ch MT/ 1PT7A5FCA532BKD0;Hatchback 5 Doors;P9M5-Красный перламутр;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0CM005162;1PT7A5FCA532Z0;06/03/2012 13:10:36;SO (fixed);Продан дилеру;D737659;D737659;;RC203995;4PFX-Черная ткань;LE05 - Задние эл.стеклоподъемники;WLRC - Автомагнитола CD RD4+MP3+6динам+упр на рул.колонке;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00403896;Продан дилеру;;BPF Payment Mode;27/04/2012;3710-ООО "Леонар Авто";06/03/12 13:15<br /> - <i>YES</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:06<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />06/03/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />03/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/04/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 07:58<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 07:58<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 09:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 09:01<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i><br />03/05/12 14:11<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;In Dealership;
